,School Year,School ID,School Name,Homeroom,Count of Suspension Events,Dummy Room number to remove names,Original Homeroom
491,2010-2011,609854,CHOPIN,A206,*,,A206
492,2010-2011,609855,CHRISTOPHER,A207,*,,A207
493,2010-2011,609855,CHRISTOPHER,A208,*,,A208
494,2010-2011,609855,CHRISTOPHER,A209,*,,A209
495,2010-2011,609856,CLAY,A210,*,,A210
496,2010-2011,609856,CLAY,A211,*,,A211
497,2010-2011,609856,CLAY,A212,*,,A212
498,2010-2011,609859,CLINTON,A231,*,,A231
499,2010-2011,609859,CLINTON,A232,*,,A232
500,2010-2011,609859,CLINTON,A233,*,,A233
501,2010-2011,609861,CLISSOLD,A234,*,,A234
502,2010-2011,609861,CLISSOLD,A235,*,,A235
503,2010-2011,609861,CLISSOLD,A301,*,,A301
504,2010-2011,609861,CLISSOLD,A302,*,,A302
505,2010-2011,609862,COLES,A303,*,,A303
506,2010-2011,609862,COLES,A304,*,,A304
507,2010-2011,609862,COLES,A305,*,,A305
508,2010-2011,609863,COLUMBUS,A306,*,,A306
509,2010-2011,609863,COLUMBUS,A307,*,,A307
510,2010-2011,609863,COLUMBUS,A308,*,,A308
511,2010-2011,609864,COOK,A309,*,,A309
512,2010-2011,609864,COOK,A310,*,,A310
513,2010-2011,609865,JORDAN,A311,*,,A311
514,2010-2011,609869,LANGFORD,A312,*,,A312
515,2010-2011,609869,LANGFORD,A313,*,,A313
516,2010-2011,609870,CORKERY,A331,*,,A331
517,2010-2011,609872,PEREZ,A332,*,,A332
518,2010-2011,609873,CROWN,A333,*,,A333
519,2010-2011,609874,DIRKSEN,A334,*,,A334
520,2010-2011,609875,DARWIN,A401,*,,A401
521,2010-2011,609876,"DAVIS, N",A402,*,,A402
522,2010-2011,609876,"DAVIS, N",A403,*,,A403
523,2010-2011,609876,"DAVIS, N",A404,*,,A404
524,2010-2011,609876,"DAVIS, N",A405,*,,A405
525,2010-2011,609876,"DAVIS, N",A406,*,,A406
526,2010-2011,609879,DAWES,A407,*,,A407
527,2010-2011,609879,DAWES,A408,*,,A408
528,2010-2011,609879,DAWES,A409,*,,A409
529,2010-2011,609879,DAWES,A410,*,,A410
530,2010-2011,609879,DAWES,A411,*,,A411
531,2010-2011,609879,DAWES,A412,*,,A412
532,2010-2011,609881,DELANO,A413,*,,A413
533,2010-2011,609881,DELANO,A414,*,,A414
534,2010-2011,609883,DENEEN,A415,*,,A415
535,2010-2011,609883,DENEEN,A416,*,,A416
536,2010-2011,609883,DENEEN,A420,*,,A420
537,2010-2011,609885,DEWEY,A421,*,,A421
538,2010-2011,609885,DEWEY,,*,,
539,2010-2011,609887,DIXON,A101,*,,A101
540,2010-2011,609887,DIXON,A102,*,,A102
541,2010-2011,609887,DIXON,A104,*,,A104
542,2010-2011,609888,DODGE,A201,*,,A201
543,2010-2011,609888,DODGE,A202,*,,A202
544,2010-2011,609888,DODGE,A203,*,,A203
545,2010-2011,609888,DODGE,A204,*,,A204
546,2010-2011,609888,DODGE,A222,*,,A222
547,2010-2011,609891,DOOLITTLE,A301,*,,A301
548,2010-2011,609891,DOOLITTLE,A302,*,,A302
549,2010-2011,609893,DORE,A303,*,,A303
550,2010-2011,609893,DORE,A321,*,,A321
551,2010-2011,609893,DORE,A322,*,,A322
552,2010-2011,609893,DORE,A323,*,,A323
553,2010-2011,609896,DRUMMOND,A401,*,,A401
554,2010-2011,609898,EBERHART,A402,*,,A402
555,2010-2011,609898,EBERHART,A421,*,,A421
556,2010-2011,609898,EBERHART,A476,*,,A476
557,2010-2011,609898,EBERHART,,*,,
558,2010-2011,609898,EBERHART,A101,*,,A101
559,2010-2011,609898,EBERHART,A111,*,,A111
560,2010-2011,609898,EBERHART,A112,*,,A112
561,2010-2011,609898,EBERHART,A114,*,,A114
562,2010-2011,609898,EBERHART,A115,*,,A115
563,2010-2011,609899,EBINGER,A116,*,,A116
564,2010-2011,609900,CURTIS,A119,*,,A119
565,2010-2011,609900,CURTIS,A120,*,,A120
566,2010-2011,609900,CURTIS,A121,*,,A121
567,2010-2011,609901,EDGEBROOK,A122,*,,A122
568,2010-2011,609901,EDGEBROOK,A170,*,,A170
569,2010-2011,609901,EDGEBROOK,A171,*,,A171
570,2010-2011,609902,METCALFE,A181,*,,A181
571,2010-2011,609902,METCALFE,A201,*,,A201
572,2010-2011,609902,METCALFE,A202,*,,A202
573,2010-2011,609902,METCALFE,A210,*,,A210
574,2010-2011,609902,METCALFE,A211,*,,A211
575,2010-2011,609903,EDWARDS,A212,*,,A212
576,2010-2011,609903,EDWARDS,A213,*,,A213
577,2010-2011,609903,EDWARDS,A220,*,,A220
578,2010-2011,609903,EDWARDS,A221,*,,A221
579,2010-2011,609903,EDWARDS,A222,*,,A222
580,2010-2011,609903,EDWARDS,A223,*,,A223
581,2010-2011,609903,EDWARDS,A230,*,,A230
582,2010-2011,609904,ELLINGTON,A231,*,,A231
583,2010-2011,609906,EMMET,A232,*,,A232
584,2010-2011,609906,EMMET,A271,*,,A271
585,2010-2011,609907,ERICSON,A272,*,,A272
586,2010-2011,609907,ERICSON,A280,*,,A280
587,2010-2011,609907,ERICSON,A301,*,,A301
588,2010-2011,609908,ESMOND,A302,*,,A302
589,2010-2011,609908,ESMOND,A303,*,,A303
590,2010-2011,609909,EVERETT,A310,*,,A310
591,2010-2011,609910,FALCONER,A312,*,,A312
592,2010-2011,609910,FALCONER,A313,*,,A313
593,2010-2011,609910,FALCONER,A320,*,,A320
594,2010-2011,609910,FALCONER,A321,*,,A321
595,2010-2011,609910,FALCONER,A322,*,,A322
596,2010-2011,609910,FALCONER,A330,*,,A330
597,2010-2011,609910,FALCONER,A331,*,,A331
598,2010-2011,609910,FALCONER,A332,*,,A332
599,2010-2011,609910,FALCONER,A333,*,,A333
600,2010-2011,609910,FALCONER,A370,*,,A370
601,2010-2011,609913,GOODLOW,A371,*,,A371
602,2010-2011,609913,GOODLOW,A380,*,,A380
603,2010-2011,609913,GOODLOW,A401,*,,A401
604,2010-2011,609913,GOODLOW,A402,*,,A402
605,2010-2011,609917,FERNWOOD,A403,*,,A403
606,2010-2011,609917,FERNWOOD,A404,*,,A404
607,2010-2011,609918,FIELD,A410,*,,A410
608,2010-2011,609919,FISKE,A411,*,,A411
609,2010-2011,609920,KANOON,A412,*,,A412
610,2010-2011,609920,KANOON,A413,*,,A413
611,2010-2011,609920,KANOON,A414,*,,A414
612,2010-2011,609920,KANOON,A417,*,,A417
613,2010-2011,609921,TELPOCHCALLI,A418,*,,A418
614,2010-2011,609922,BELMONT-CRAGIN,A419,*,,A419
615,2010-2011,609922,BELMONT-CRAGIN,A470,*,,A470
616,2010-2011,609922,BELMONT-CRAGIN,A471,*,,A471
617,2010-2011,609924,FORT DEARBORN,,*,,
618,2010-2011,609926,FRANKLIN,A002,*,,A002
619,2010-2011,609927,FOSTER PARK,A004,*,,A004
620,2010-2011,609927,FOSTER PARK,A005,*,,A005
621,2010-2011,609928,FULLER,A006,*,,A006
622,2010-2011,609929,FULTON,A016,*,,A016
623,2010-2011,609929,FULTON,A017,*,,A017
624,2010-2011,609929,FULTON,A101,*,,A101
625,2010-2011,609929,FULTON,A103,*,,A103
626,2010-2011,609929,FULTON,A104,*,,A104
627,2010-2011,609929,FULTON,A105,*,,A105
628,2010-2011,609930,FUNSTON,A117,*,,A117
629,2010-2011,609930,FUNSTON,A201,*,,A201
630,2010-2011,609930,FUNSTON,A202,*,,A202
631,2010-2011,609930,FUNSTON,A203,*,,A203
632,2010-2011,609932,OWENS,A205,*,,A205
633,2010-2011,609932,OWENS,A206,*,,A206
634,2010-2011,609933,GALE,A214,*,,A214
635,2010-2011,609935,GALLISTEL,A216,*,,A216
636,2010-2011,609935,GALLISTEL,A221,*,,A221
637,2010-2011,609935,GALLISTEL,A222,*,,A222
638,2010-2011,609935,GALLISTEL,A308,*,,A308
639,2010-2011,609935,GALLISTEL,,*,,
640,2010-2011,609935,GALLISTEL,A220,*,,A220
641,2010-2011,609935,GALLISTEL,A221,*,,A221
642,2010-2011,609935,GALLISTEL,A222,*,,A222
643,2010-2011,609935,GALLISTEL,A322,*,,A322
644,2010-2011,609937,GARVY,,*,,
645,2010-2011,609937,GARVY,A101,*,,A101
646,2010-2011,609937,GARVY,A102,*,,A102
647,2010-2011,609937,GARVY,A103,*,,A103
648,2010-2011,609937,GARVY,A104,*,,A104
649,2010-2011,609938,GARY,A105,*,,A105
650,2010-2011,609938,GARY,A199,*,,A199
651,2010-2011,609941,RANDOLPH,A201,*,,A201
652,2010-2011,609941,RANDOLPH,A202,*,,A202
653,2010-2011,609942,GOETHE,A203,*,,A203
654,2010-2011,609942,GOETHE,A204,*,,A204
655,2010-2011,609942,GOETHE,A299,*,,A299
656,2010-2011,609943,GOMPERS,A301,*,,A301
657,2010-2011,609944,GRISSOM,A302,*,,A302
658,2010-2011,609944,GRISSOM,A303,*,,A303
659,2010-2011,609945,GOUDY,A304,*,,A304
660,2010-2011,609945,GOUDY,A305,*,,A305
661,2010-2011,609945,GOUDY,A307,*,,A307
662,2010-2011,609945,GOUDY,A399,*,,A399
663,2010-2011,609945,GOUDY,A401,*,,A401
664,2010-2011,609945,GOUDY,A402,*,,A402
665,2010-2011,609945,GOUDY,A403,*,,A403
666,2010-2011,609945,GOUDY,A404,*,,A404
667,2010-2011,609947,GRAHAM,A405,*,,A405
668,2010-2011,609949,"GRAY, W",A406,*,,A406
669,2010-2011,609950,ORTIZ DE DOMINGUEZ,A407,*,,A407
670,2010-2011,609950,ORTIZ DE DOMINGUEZ,,*,,
671,2010-2011,609950,ORTIZ DE DOMINGUEZ,A130,*,,A130
672,2010-2011,609952,GREENE,A131,*,,A131
673,2010-2011,609952,GREENE,A134,*,,A134
674,2010-2011,609952,GREENE,A139,*,,A139
675,2010-2011,609954,GREGORY,A140,*,,A140
676,2010-2011,609954,GREGORY,A143,*,,A143
677,2010-2011,609954,GREGORY,A144,*,,A144
678,2010-2011,609954,GREGORY,A147,*,,A147
679,2010-2011,609955,GRESHAM,A148,*,,A148
680,2010-2011,609955,GRESHAM,A170,*,,A170
681,2010-2011,609956,GRIMES,A202A,*,,A202A
682,2010-2011,609956,GRIMES,A203A,*,,A203A
683,2010-2011,609956,GRIMES,A204A,*,,A204A
684,2010-2011,609956,GRIMES,A206B,*,,A206B
685,2010-2011,609958,GUNSAULUS,A207B,*,,A207B
686,2010-2011,609958,GUNSAULUS,A208B,*,,A208B
687,2010-2011,609958,GUNSAULUS,A209B,*,,A209B
688,2010-2011,609958,GUNSAULUS,A211C,*,,A211C
689,2010-2011,609959,HAINES,A212C,*,,A212C
690,2010-2011,609959,HAINES,A215C,*,,A215C
691,2010-2011,609960,HALE,A222,*,,A222
692,2010-2011,609960,HALE,A304A,*,,A304A
693,2010-2011,609961,HEROES,A306B,*,,A306B
694,2010-2011,609961,HEROES,A307B,*,,A307B
695,2010-2011,609964,HAMLINE,A311C,*,,A311C
696,2010-2011,609964,HAMLINE,A312C,*,,A312C
697,2010-2011,609966,HAMMOND,A321,*,,A321
698,2010-2011,609966,HAMMOND,A322,*,,A322
699,2010-2011,609967,FINKL,A323,*,,A323
700,2010-2011,609968,MCAULIFFE,A324,*,,A324
701,2010-2011,609968,MCAULIFFE,A331,*,,A331
702,2010-2011,609971,HARVARD,A401A,*,,A401A
703,2010-2011,609971,HARVARD,A402A,*,,A402A
704,2010-2011,609971,HARVARD,A404A,*,,A404A
705,2010-2011,609971,HARVARD,A405A,*,,A405A
706,2010-2011,609972,HAUGAN,A406B,*,,A406B
707,2010-2011,609972,HAUGAN,A407B,*,,A407B
708,2010-2011,609972,HAUGAN,A409B,*,,A409B
709,2010-2011,609972,HAUGAN,A410B,*,,A410B
710,2010-2011,609974,HAWTHORNE,A423C,*,,A423C
711,2010-2011,609974,HAWTHORNE,,*,,
712,2010-2011,609974,HAWTHORNE,A101,*,,A101
713,2010-2011,609975,HAY,A102,*,,A102
714,2010-2011,609975,HAY,A103,*,,A103
715,2010-2011,609976,HAYT,A104,*,,A104
716,2010-2011,609977,WOODLAWN,A105,*,,A105
717,2010-2011,609978,SMITH,A106,*,,A106
718,2010-2011,609979,HEALY,A107,*,,A107
719,2010-2011,609979,HEALY,A108,*,,A108
720,2010-2011,609979,HEALY,A199,*,,A199
721,2010-2011,609979,HEALY,A201,*,,A201
722,2010-2011,609979,HEALY,A202,*,,A202
723,2010-2011,609979,HEALY,A203,*,,A203
724,2010-2011,609979,HEALY,A204,*,,A204
725,2010-2011,609979,HEALY,A205,*,,A205
726,2010-2011,609983,HEDGES,A206,*,,A206
727,2010-2011,609985,HEFFERAN,A207,*,,A207
728,2010-2011,609985,HEFFERAN,A208,*,,A208
729,2010-2011,609985,HEFFERAN,A209,*,,A209
730,2010-2011,609985,HEFFERAN,A210,*,,A210
731,2010-2011,609985,HEFFERAN,A295,*,,A295
732,2010-2011,609986,HENDERSON,A296,*,,A296
733,2010-2011,609986,HENDERSON,A297,*,,A297
734,2010-2011,609986,HENDERSON,A301,*,,A301
735,2010-2011,609986,HENDERSON,A302,*,,A302
736,2010-2011,609987,HENDRICKS,A303,*,,A303
737,2010-2011,609987,HENDRICKS,A304,*,,A304
738,2010-2011,609988,HENRY,A305,*,,A305
739,2010-2011,609988,HENRY,A306,*,,A306
740,2010-2011,609989,HERBERT,A307,*,,A307
741,2010-2011,609991,HERZL,A308,*,,A308
742,2010-2011,609991,HERZL,A309,*,,A309
743,2010-2011,609993,LARA,A395,*,,A395
744,2010-2011,609994,HIBBARD,A396,*,,A396
745,2010-2011,609994,HIBBARD,A397,*,,A397
746,2010-2011,609994,HIBBARD,A398,*,,A398
747,2010-2011,609995,HITCH,A401,*,,A401
748,2010-2011,609995,HITCH,A402,*,,A402
749,2010-2011,609995,HITCH,A403,*,,A403
750,2010-2011,609996,HOLDEN,A404,*,,A404
751,2010-2011,609996,HOLDEN,A405,*,,A405
752,2010-2011,609997,HOLMES,A406,*,,A406
753,2010-2011,610000,HOWE,A407,*,,A407
754,2010-2011,610000,HOWE,A408,*,,A408
755,2010-2011,610000,HOWE,A409,*,,A409
756,2010-2011,610000,HOWE,A410,*,,A410
757,2010-2011,610000,HOWE,A411,*,,A411
758,2010-2011,610000,HOWE,A490,*,,A490
759,2010-2011,610003,CUFFE,A491,*,,A491
760,2010-2011,610003,CUFFE,A492,*,,A492
761,2010-2011,610004,CULLEN,,*,,
762,2010-2011,610006,HURLEY,A111,*,,A111
763,2010-2011,610010,JAHN,A113,*,,A113
764,2010-2011,610010,JAHN,A116,*,,A116
765,2010-2011,610011,JAMIESON,A119,*,,A119
766,2010-2011,610011,JAMIESON,A121,*,,A121
767,2010-2011,610011,JAMIESON,A122,*,,A122
768,2010-2011,610011,JAMIESON,A123,*,,A123
769,2010-2011,610011,JAMIESON,A129,*,,A129
770,2010-2011,610011,JAMIESON,A211,*,,A211
771,2010-2011,610011,JAMIESON,A212,*,,A212
772,2010-2011,610012,JENNER,A219,*,,A219
773,2010-2011,610013,PILSEN,A221,*,,A221
774,2010-2011,610015,JUNGMAN,A222,*,,A222
775,2010-2011,610016,KELLOGG,A229,*,,A229
776,2010-2011,610016,KELLOGG,A239,*,,A239
777,2010-2011,610017,SAUCEDO,A293,*,,A293
778,2010-2011,610017,SAUCEDO,A295,*,,A295
779,2010-2011,610017,SAUCEDO,A311,*,,A311
780,2010-2011,610017,SAUCEDO,A312,*,,A312
781,2010-2011,610018,CANTER,A313,*,,A313
782,2010-2011,610018,CANTER,A321,*,,A321
783,2010-2011,610018,CANTER,A322,*,,A322
784,2010-2011,610021,CASALS,A323,*,,A323
785,2010-2011,610021,CASALS,A329,*,,A329
786,2010-2011,610022,KILMER,A332,*,,A332
787,2010-2011,610022,KILMER,A394,*,,A394
788,2010-2011,610022,KILMER,A395,*,,A395
789,2010-2011,610022,KILMER,A396,*,,A396
790,2010-2011,610022,KILMER,A401,*,,A401
791,2010-2011,610022,KILMER,A402,*,,A402
792,2010-2011,610022,KILMER,A411,*,,A411
793,2010-2011,610022,KILMER,A412,*,,A412
794,2010-2011,610023,KING,A413,*,,A413
795,2010-2011,610026,KINZIE,A414,*,,A414
796,2010-2011,610026,KINZIE,A421,*,,A421
797,2010-2011,610026,KINZIE,A422,*,,A422
798,2010-2011,610027,KIPLING,A423,*,,A423
799,2010-2011,610027,KIPLING,A424,*,,A424
800,2010-2011,610028,KOHN,A431,*,,A431
801,2010-2011,610028,KOHN,A432,*,,A432
802,2010-2011,610028,KOHN,A491,*,,A491
803,2010-2011,610030,KOZMINSKI,A492,*,,A492
804,2010-2011,610030,KOZMINSKI,A493,*,,A493
805,2010-2011,610030,KOZMINSKI,A494,*,,A494
806,2010-2011,610031,LAFAYETTE,A501,*,,A501
807,2010-2011,610031,LAFAYETTE,A601,*,,A601
808,2010-2011,610031,LAFAYETTE,,*,,
809,2010-2011,610032,GREEN,A102,*,,A102
810,2010-2011,610033,LASALLE,A103,*,,A103
811,2010-2011,610033,LASALLE,A201,*,,A201
812,2010-2011,610034,LAWNDALE,A206,*,,A206
813,2010-2011,610034,LAWNDALE,A207,*,,A207
814,2010-2011,610036,LEWIS,A300,*,,A300
815,2010-2011,610038,LINCOLN,A302,*,,A302
816,2010-2011,610038,LINCOLN,A304,*,,A304
817,2010-2011,610038,LINCOLN,A305,*,,A305
818,2010-2011,610038,LINCOLN,A306,*,,A306
819,2010-2011,610039,VON LINNE,A401,*,,A401
820,2010-2011,610039,VON LINNE,A403,*,,A403
821,2010-2011,610039,VON LINNE,A406,*,,A406
822,2010-2011,610041,"LOCKE, J",,*,,
823,2010-2011,610041,"LOCKE, J",A101,*,,A101
824,2010-2011,610041,"LOCKE, J",A102,*,,A102
825,2010-2011,610041,"LOCKE, J",A103,*,,A103
826,2010-2011,610041,"LOCKE, J",A104,*,,A104
827,2010-2011,610043,LOVETT,A105,*,,A105
828,2010-2011,610044,LOWELL,A201,*,,A201
829,2010-2011,610044,LOWELL,A202,*,,A202
830,2010-2011,610046,LYON,A203,*,,A203
831,2010-2011,610046,LYON,A204,*,,A204
832,2010-2011,610047,MADISON,A205,*,,A205
833,2010-2011,610047,MADISON,A206,*,,A206
834,2010-2011,610048,MANIERRE,A207,*,,A207
835,2010-2011,610048,MANIERRE,A232,*,,A232
836,2010-2011,610051,NORTHWEST,A241,*,,A241
837,2010-2011,610052,MANN,A242,*,,A242
838,2010-2011,610052,MANN,A243,*,,A243
839,2010-2011,610053,MARQUETTE,A301,*,,A301
840,2010-2011,610053,MARQUETTE,A302,*,,A302
841,2010-2011,610053,MARQUETTE,A303,*,,A303
842,2010-2011,610053,MARQUETTE,A304,*,,A304
843,2010-2011,610056,MASON,A305,*,,A305
844,2010-2011,610056,MASON,A306,*,,A306
845,2010-2011,610057,FAIRFIELD,A307,*,,A307
846,2010-2011,610058,MAY,A308,*,,A308
847,2010-2011,610059,MAYER,A401,*,,A401
848,2010-2011,610059,MAYER,A402,*,,A402
849,2010-2011,610060,"JACKSON, A",A403,*,,A403
850,2010-2011,610061,MAYO,A404,*,,A404
851,2010-2011,610061,MAYO,A405,*,,A405
852,2010-2011,610062,MCCLELLAN,A406,*,,A406
853,2010-2011,610062,MCCLELLAN,A407,*,,A407
854,2010-2011,610062,MCCLELLAN,,*,,
855,2010-2011,610063,MCCORMICK,A111,*,,A111
856,2010-2011,610063,MCCORMICK,A112,*,,A112
857,2010-2011,610063,MCCORMICK,A113,*,,A113
858,2010-2011,610065,TILL,A114,*,,A114
859,2010-2011,610065,TILL,A127,*,,A127
860,2010-2011,610067,MCKAY,A128,*,,A128
861,2010-2011,610068,HANSON PARK,A129,*,,A129
862,2010-2011,610068,HANSON PARK,A130,*,,A130
863,2010-2011,610068,HANSON PARK,A134,*,,A134
864,2010-2011,610068,HANSON PARK,A138,*,,A138
865,2010-2011,610068,HANSON PARK,A145,*,,A145
866,2010-2011,610068,HANSON PARK,A168,*,,A168
867,2010-2011,610072,MORGAN,A173,*,,A173
868,2010-2011,610074,MONROE,A181,*,,A181
869,2010-2011,610074,MONROE,A182,*,,A182
870,2010-2011,610074,MONROE,A211,*,,A211
871,2010-2011,610077,MORRILL,A212,*,,A212
872,2010-2011,610078,INTER-AMERICAN,A213,*,,A213
873,2010-2011,610078,INTER-AMERICAN,A214,*,,A214
874,2010-2011,610078,INTER-AMERICAN,A228,*,,A228
875,2010-2011,610078,INTER-AMERICAN,A229,*,,A229
876,2010-2011,610078,INTER-AMERICAN,A230,*,,A230
877,2010-2011,610078,INTER-AMERICAN,A233,*,,A233
878,2010-2011,610078,INTER-AMERICAN,A234,*,,A234
879,2010-2011,610081,SHERIDAN,A244,*,,A244
880,2010-2011,610082,MOUNT GREENWOOD,A245,*,,A245
881,2010-2011,610082,MOUNT GREENWOOD,A250,*,,A250
882,2010-2011,610082,MOUNT GREENWOOD,A268,*,,A268
883,2010-2011,610082,MOUNT GREENWOOD,A281,*,,A281
884,2010-2011,610082,MOUNT GREENWOOD,A282,*,,A282
885,2010-2011,610082,MOUNT GREENWOOD,A283,*,,A283
886,2010-2011,610084,KELLER,A284,*,,A284
887,2010-2011,610085,NEAR NORTH,A310,*,,A310
888,2010-2011,610085,NEAR NORTH,A311,*,,A311
889,2010-2011,610086,MOUNT VERNON,A329,*,,A329
890,2010-2011,610086,MOUNT VERNON,A330,*,,A330
891,2010-2011,610086,MOUNT VERNON,A333,*,,A333
892,2010-2011,610088,MOZART,A334,*,,A334
893,2010-2011,610088,MOZART,A336,*,,A336
894,2010-2011,610088,MOZART,A338,*,,A338
895,2010-2011,610090,MURRAY,A344,*,,A344
896,2010-2011,610091,"BROWN, R",A345,*,,A345
897,2010-2011,610091,"BROWN, R",A350,*,,A350
898,2010-2011,610092,NASH,A368,*,,A368
899,2010-2011,610096,NIGHTINGALE,A369,*,,A369
900,2010-2011,610096,NIGHTINGALE,A375,*,,A375
901,2010-2011,610096,NIGHTINGALE,A380,*,,A380
902,2010-2011,610096,NIGHTINGALE,A381,*,,A381
903,2010-2011,610096,NIGHTINGALE,A382,*,,A382
904,2010-2011,610097,NIXON,A427,*,,A427
905,2010-2011,610097,NIXON,A428,*,,A428
906,2010-2011,610097,NIXON,A429,*,,A429
907,2010-2011,610097,NIXON,A433,*,,A433
908,2010-2011,610098,NOBEL,A438,*,,A438
909,2010-2011,610098,NOBEL,A439,*,,A439
910,2010-2011,610098,NOBEL,A440,*,,A440
911,2010-2011,610098,NOBEL,A444,*,,A444
912,2010-2011,610101,OGDEN,A468,*,,A468
913,2010-2011,610101,OGDEN,A475,*,,A475
914,2010-2011,610101,OGDEN,A479,*,,A479
915,2010-2011,610102,OGLESBY,A480,*,,A480
916,2010-2011,610102,OGLESBY,,*,,
917,2010-2011,610102,OGLESBY,A105,*,,A105
918,2010-2011,610103,O'KEEFFE,A107,*,,A107
919,2010-2011,610103,O'KEEFFE,A112,*,,A112
920,2010-2011,610103,O'KEEFFE,A114,*,,A114
921,2010-2011,610105,ORIOLE PARK,A115,*,,A115
922,2010-2011,610106,PICCOLO,A116,*,,A116
923,2010-2011,610107,OTIS,A119,*,,A119
924,2010-2011,610108,O'TOOLE,A120,*,,A120
925,2010-2011,610108,O'TOOLE,A121,*,,A121
926,2010-2011,610108,O'TOOLE,A203,*,,A203
927,2010-2011,610108,O'TOOLE,A205,*,,A205
928,2010-2011,610109,OWEN,A206,*,,A206
929,2010-2011,610109,OWEN,A207,*,,A207
930,2010-2011,610110,"WELLS, I",A208,*,,A208
931,2010-2011,610110,"WELLS, I",A210,*,,A210
932,2010-2011,610111,PALMER,A211,*,,A211
933,2010-2011,610116,PARKSIDE,A212,*,,A212
934,2010-2011,610117,PASTEUR,A214,*,,A214
935,2010-2011,610117,PASTEUR,A216,*,,A216
936,2010-2011,610117,PASTEUR,A217,*,,A217
937,2010-2011,610117,PASTEUR,A218,*,,A218
938,2010-2011,610117,PASTEUR,A219,*,,A219
939,2010-2011,610117,PASTEUR,A220,*,,A220
940,2010-2011,610117,PASTEUR,A222,*,,A222
941,2010-2011,610117,PASTEUR,A304,*,,A304
942,2010-2011,610117,PASTEUR,A305,*,,A305
943,2010-2011,610119,PEABODY,A306,*,,A306
944,2010-2011,610119,PEABODY,A307,*,,A307
945,2010-2011,610120,PECK,A308,*,,A308
946,2010-2011,610120,PECK,A309,*,,A309
947,2010-2011,610121,IRVING,A310,*,,A310
948,2010-2011,610121,IRVING,A311,*,,A311
949,2010-2011,610122,PEIRCE,A312,*,,A312
950,2010-2011,610122,PEIRCE,A313,*,,A313
951,2010-2011,610122,PEIRCE,A314,*,,A314
952,2010-2011,610122,PEIRCE,A315,*,,A315
953,2010-2011,610122,PEIRCE,A316,*,,A316
954,2010-2011,610125,RUIZ,A317,*,,A317
955,2010-2011,610125,RUIZ,A318,*,,A318
956,2010-2011,610125,RUIZ,A319,*,,A319
957,2010-2011,610125,RUIZ,A320,*,,A320
958,2010-2011,610125,RUIZ,A321,*,,A321
959,2010-2011,610127,PETERSON,A322,*,,A322
960,2010-2011,610127,PETERSON,A330,*,,A330
961,2010-2011,610128,GARVEY,A331,*,,A331
962,2010-2011,610128,GARVEY,A403,*,,A403
963,2010-2011,610128,GARVEY,A404,*,,A404
964,2010-2011,610128,GARVEY,A406,*,,A406
965,2010-2011,610128,GARVEY,A407,*,,A407
966,2010-2011,610129,PICKARD,A408,*,,A408
967,2010-2011,610129,PICKARD,A409,*,,A409
968,2010-2011,610129,PICKARD,A410,*,,A410
969,2010-2011,610130,PIRIE,A411,*,,A411
970,2010-2011,610130,PIRIE,A412,*,,A412
971,2010-2011,610131,PLAMONDON,A413,*,,A413
972,2010-2011,610133,"WARD, L",A414,*,,A414
973,2010-2011,610133,"WARD, L",A416,*,,A416
974,2010-2011,610133,"WARD, L",A417,*,,A417
975,2010-2011,610135,PORTAGE PARK,A418,*,,A418
976,2010-2011,610135,PORTAGE PARK,A419,*,,A419
977,2010-2011,610135,PORTAGE PARK,A420,*,,A420
978,2010-2011,610135,PORTAGE PARK,A421,*,,A421
979,2010-2011,610135,PORTAGE PARK,A422,*,,A422
980,2010-2011,610135,PORTAGE PARK,A423,*,,A423
981,2010-2011,610137,PRUSSING,A424,*,,A424
982,2010-2011,610137,PRUSSING,A425,*,,A425
983,2010-2011,610137,PRUSSING,A430,*,,A430
984,2010-2011,610137,PRUSSING,A431,*,,A431
985,2010-2011,610138,PULASKI,A432,*,,A432
986,2010-2011,610138,PULASKI,A440,*,,A440
987,2010-2011,610142,RAY,A441,*,,A441
988,2010-2011,610142,RAY,A442,*,,A442
989,2010-2011,610142,RAY,A443,*,,A443
990,2010-2011,610144,REILLY,A444,*,,A444
991,2010-2011,610144,REILLY,A445,*,,A445
992,2010-2011,610144,REILLY,A446,*,,A446
993,2010-2011,610145,REINBERG,A447,*,,A447
994,2010-2011,610145,REINBERG,,*,,
995,2010-2011,610145,REINBERG,A101,*,,A101
996,2010-2011,610147,ROGERS,A102,*,,A102
997,2010-2011,610147,ROGERS,A103,*,,A103
998,2010-2011,610147,ROGERS,A104,*,,A104
999,2010-2011,610147,ROGERS,A105,*,,A105
1000,2010-2011,610147,ROGERS,A106,*,,A106
1001,2010-2011,610153,RYDER,A108,*,,A108
1002,2010-2011,610153,RYDER,A109,*,,A109
1003,2010-2011,610155,SAUGANASH,A111,*,,A111
1004,2010-2011,610155,SAUGANASH,A130,*,,A130
1005,2010-2011,610156,"ARMSTRONG, L",A201,*,,A201
1006,2010-2011,610156,"ARMSTRONG, L",A203,*,,A203
1007,2010-2011,610157,SAWYER,A206,*,,A206
1008,2010-2011,610157,SAWYER,A207,*,,A207
1009,2010-2011,610157,SAWYER,A208,*,,A208
1010,2010-2011,610159,SCAMMON,A209,*,,A209
1011,2010-2011,610159,SCAMMON,A210,*,,A210
